User,Content
유운단,"안녕하세요!
1. 포항 /한화생명금융서비스/보험설계사/
유운단입니다!
2. 유운단
3. 소속 보험회사 : 한화생명금융서비스
4. 보험경력 : 1개월신입
5. 보만세에서 얻고 싶은 것 : 정보와 노하우
6. 열심히 흡수해서 빠르게 성장하고 싶습니다!
저도 자료를 줄수 있는 사람이 될께요~
7. 검색-손보시험
잘부탁드립니다!
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
다다다닥,"주요업무가 자격증 취득 교육과정을 지원한다는데
보험 교육을 시킨다는걸까요?
자격증을 딸 수 있도록 전방위적 지원을 한다는걸까요?
위촉직에 수수료가 있던데 취득하는 사람이 많을수록
급여가 오른단건지, 아시는 분들의 댓글 부탁드립니다."
오키도키,"안녕하세요
저는 시험을 앞두고있습니다.^^내일이네요 ㅠ
어케 관심가지게 되자마자 시험일정 있게되어 며칠 공부하고 시험까지 보게됐네요..
그런데 보다보니 합격축하금이며 교육비며 그런게있기도 한거같은데... 전 없다더라구요.
응시료.인강?그..교육비 다 결제하구 합격하면 페이백 해주신대요... 총 4만원?
합격후 교육은 해주시겠지만...
머 암꺼도 없는게 나은건지 궁금해서요.
정착지원금 기본급 이야기는 나중에 면접때 자세히 말씀해주신대요. 안받는게 나을 수 있는거라고.하시면서...
그럼 진짜 회사에서 아~~~무것도 안받는게 결국 뱉어낼 일이 없어서 좋은걸까요?
그게 더 유리하니 그렇게 말씀해주시는거겠죠?"
오키도키,"1. 먼저 이 글의 제목을 변경 해 주세요 :
넵
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 오키도키
3. 소속 보험회사 : 아직
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 보험의세계!
6. 자기소개(경력, 영업방법 등) : 아직...
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 내일 시험이라... 검색하다가 들어왔습니다
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
송서방업고튀어,"1. 먼저 이 글의 제목을 변경 해 주세요 : 파주/경력무/ 취업준비중
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 송서방업고튀어
3. 소속 보험회사 : 무
4. 보험경력 : 무
5. 보만세에서 얻고 싶은 것 : 시험준비와 취업후 활동
6. 자기소개(경력, 영업방법 등) :
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
네이버검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
라밍16,"3. 소속 보험회사 : DB손해보험
4. 보험경력 : 2년
5. 보만세에서 얻고 싶은 것 : 영업정보 시험정보
6. 자기소개 안녕하세요. 손해보험 설계사 시작한 지 2년 됬고 시험교육코치 겸하고 있습니다.
7. 가입경로 네이버사이트 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
화성사람입니다,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
몇년간 고민만 했어요.
잘할수있을까?
설계사 되서 더 힘들면 어쩌지?
고민만 수년했어요..
그러다가 결심하고 어제 시험보고 합격했어요~ㅎㅎ
저 잘할수있겠죠?
응원해주세요~!!!"
퍼퓨미,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
부산 / 교보 / 퍼퓨미
3. 소속 보험회사 : 교보
4. 보험경력 : 1년
5. 보만세에서 얻고 싶은 것 : 영업을 잘하고 싶어요
6. 자기소개(경력, 영업방법 등) : 아직 아무것도 모르는 초보입니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 교차 시험을 치루고 싶어서
시험공부 위해 찾다가 가입하게 되었씁니다"
우주빠,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 우주빠
3. 소속 보험회사 : 전주 축협
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 보험 정보를 얻고 싶습니다
6. 자기소개(경력, 영업방법 등) : 잘부탁드립니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 보험시험 검색입니다
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
써니텐,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 써니텐
3. 소속 보험회사 : DB손해보험
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 시험자료 및 영업꿀팁
6. 자기소개(경력, 영업방법 등) : 일단 시험합격이 목표입니다!도와주세요!ㅠㅠ
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 25년 손해보험설계사 모의고사지
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※"
보만세스텝,"""이건 무조건 1번"" 보험설계사 문제은행식 시험 사라진다
문제 유형 다양화와 응용문제 추가
최근 금융당국이 보험업계의 무분별한 설계사 모집을 지양할 것을 강조하고 있는 가운데 손해보험업계가 설계사 채용문으로 불리는 '보험설계사 시험' 난이도를 높이기로 했다.
21일 금융권에 따르면 최근 손해보험협회는 기존에 문제은행식 위주로 출제하던 보험설계사 시험에 응용문제를 대량 추가하는 것과 동시에 약 10개로 운영하던 시험유형을 15개 이상으로 운영하기 시작했다.
손보협회가 주관하는 설계사 자격시험은 매달 1회 이상 치러지는데 문제은행식으로 모든 문제유형이 공개돼 보험에 대한 이해를 하기 보단 답만 외우고 시험에 합격하는 설계사들이 많다고 판단한 것이다.
전민준 기자
출처:머니S
기사전문링크
https://www.moneys.co.kr/article/2025052109284733921"
파파오,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
원수사 TC지점 근무 중입니다
보험은 아예 모르고 입사 헀고
다들 그러하시듯 DB를 주기 때문에 계약건이 잘 나오고
월급 300이상 벌 수 있고
근무시간은 일반 직장인보다 적고 투잡도 가능하다
하는 말에 알면서도 속듯 입사했습니다
알다시피 제가 생각한 DB는 그 DB는 아니었고..
잘 할 수 있을 거라 생각했는데
매일매일이 의문과 의심으로 가득차 답답하기만 합니다
수많은 저차월 설계사들을 거쳐간, 담당자라면 신물이 난
담당 설계사가 있다는
전화조차 받지 않는
고객동의라는 단어에 불같이 화를 내는
위와 같은 고객들을 계속 마주하다 보니
저차월 때의 패기는 없고 이제 전화하기가 두려워요
물론 이런 것을 다 이겨내고
그럼에도 나는 고객의 담당자이고
고객의 보험을 봐드리고 관리해드려야 할 의무가 있는
보험 전문가야!
하는 정신무장으로 멘탈을 바로잡고 일을 한다면 너무나 좋겠지만
제 성격과 성향이 그러질 못하는가 봅니다.
이게 내 문제인지 내가 하지 않아서인지
나에게 맞지 않는 방식인건지
권태가 온건지 뭔지.. 이제 알 수가 없어요
아마 다 맞는 말일 거예요
온라인영업으로 개척도 겸하며 정말 잘 해봐야지 하는 맘으로 왔는데
알고보니 원수사는 온라인쪽을 하시는 분이 거의 없으시더라고요.
알려주실 만한 분도 없고 방법을 여쭤보기도 민망한 것이..
이 회사 이 조직은 그런 방식을 쓰는 곳이 아니니
당연히 제가 맞춰야 하는 거잖아요.
실적도 못하면서 쓸데없는 것에 시간 쏟는 사람 같이 제자신이 느껴져서
그냥 너무 한심하고 답답하고 막막하더라고요.
좀 더 신중히 알아보고 입사할걸 후회도 되고
관심없고 싫다는 사람 열번 스무번 전화하며 매달려서
어떻게든 좀좀따리로라도 계약을 따내
마감을 해야하는게 정말 맞나? 싶고요.
다들 이렇게 한다, 그래야 고객이 마음의 문을 연다 하는데
전 도저히 공감이 가지 않아
제가 굉장히 부정적인 사람이 되는 것 같아 속상합니다
고객한테 전화를 할 때도 만날 때도 다
계약건, 수정 환산피로 보이고
결국 계약거리가 없으면
가족계약까지 또 기웃거리는 제 모습이 한심해요
제가 절대 하지 않겠다는 짓을 하고 있더라고요
물론 정말 고객을 돕고자 하기 위한 진실된 마음과 동시에
내 성장이나 성취를 위한 것에도 욕심을 가져야 한다는 것이
중요하다는 걸 잘 알고 있지만
전 아무리 생각해도 순서가 이게 아닌 것 같아요.
그렇게 재미있고 신세계처럼 느껴지던 보험 공부, 보험일이
이제 재미가 없고..
뭐 하나 제대로 아는 건 없고 이것저것 간보고 기웃거리기만 해서
좋아하는 상품 자신있는 상품도 없고
제가 성장하기 위한 저만의 체계가 엉망진창이 된 기분입니다
선배님들은 다들 이런 과정을 겪으셨겠죠?
DB를 대하는 태도와 마음을 어떻게 가져야 할지
효율적이고 효과적으로 DB계약을 이뤄내는 방법이 무엇인지
얼마나 더 고민하고 공부해야 하는 걸까요?
야밤에 잠이 오지 않아 주절주절 떠들어봅니다 ㅜ.."
